"split_1","split_2","split_3","split_4","split_5"
15519,35302,31685,10715,7386
4818,5824,6395,5463,15446
25849,9153,7638,42841,26424
14812,17302,33219,33737,10349
25473,45734,35980,32554,30564
35838,3837,22897,48328,27299
17681,40741,2992,32572,5163
27005,13528,12690,24884,42880
420,37587,10712,33017,47993
42247,27132,24372,22036,44368
9975,43616,9831,21495,11638
47423,44487,45442,25004,6954
3457,12270,10197,4469,27653
16570,21600,46,33381,6871
8789,13071,21313,39037,31420
11560,9234,4315,1818,14556
26084,8412,20575,18463,22949
29698,21793,38994,2823,43748
20485,36766,36706,47651,3838
8377,22159,26491,29015,17322
40070,21124,47798,44926,3988
6284,47920,46899,12661,1187
24574,34553,27154,40093,3709
26571,24819,10992,37594,21735
42170,1945,31886,46568,4165
21901,37907,38082,26338,627
24119,23058,20614,2054,36267
3682,5868,41265,20399,45146
28331,1438,23629,329,37507
5508,28383,11990,41386,31513
40502,12517,13568,48388,12116
37159,27024,14282,43343,43141
2786,48680,25228,6374,24006
37541,27254,32467,18846,12210
39625,26513,17966,37433,45531
17776,43899,49806,8971,31269
48191,29875,19357,27333,12484
11214,15535,39963,32600,28619
45168,24064,30723,16099,31431
26396,36201,42812,39985,44634
12941,45615,25644,43579,39033
15775,8944,48547,32824,41176
10360,48371,45587,39726,486
18888,36397,472,4209,48116
30553,4904,2939,9436,36873
49579,5850,32088,31402,47657
10792,20122,13518,49377,1589
34266,42692,8964,24702,11751
10931,34771,6775,39832,7981
47309,10681,5790,27516,20824
6406,23010,5688,1743,47873
10151,48503,38432,40225,13633
16292,39170,34923,32697,21023
44025,41326,34227,36946,8093
48719,38312,4086,28847,47761
48516,31426,43820,4246,8937
14920,7654,33174,23824,16267
40351,10988,47538,10322,5083
33863,30831,45787,18943,45885
350,35285,31945,11216,40046
46462,2958,49086,27027,6760
10489,6959,2912,36227,9824
33347,41625,7366,35272,9410
49688,38018,8353,45359,40575
39570,20256,18085,8047,25837
37166,11253,6195,27087,6651
47653,17076,28444,48827,38645
410,13828,682,36093,41593
33130,17723,20451,39030,36293
38414,42441,42347,8374,37996
43780,26890,12196,32224,2647
3573,1040,33570,48186,30958
28990,38899,4632,3428,23616
9408,18621,25976,40046,29762
16211,26860,5609,2094,22759
12930,22594,41144,48271,7125
12683,43781,39006,29248,49248
22426,35457,36517,6815,42641
34133,19197,28888,40933,9702
16740,36493,23655,46293,32156
24727,12049,27695,15961,5291
43615,2395,19016,41927,36090
48747,4432,32780,18353,11729
43063,13939,14001,42809,47253
17164,27665,21322,23422,45592
24448,47103,39051,10633,18066
4169,17860,36282,29127,47728
35897,4217,33915,44432,38258
13081,47600,13593,4489,27231
312,36975,22676,13217,43536
31438,46944,44905,24026,869
7564,2272,48966,41399,4486
26610,8154,22027,25008,7583
43272,38757,8051,39803,44418
14154,20575,41517,21313,22342
40823,42237,36940,37238,36032
1446,11400,43389,27645,19264
31572,16977,46778,30629,21545
45641,47720,1295,48229,42399
10708,26021,30702,38527,34515
21785,44470,42848,35809,9259
15917,9412,46748,18293,16871
6016,45921,2721,26456,34933
1711,23172,25498,32610,2623
25762,34786,3078,47568,34133
2077,28200,10543,47636,38022
40585,1691,16569,17389,30773
42094,27537,35481,46243,44663
38061,14315,17009,24377,4102
30680,9809,42326,22178,26499
20475,25923,35798,47892,33625
35372,44971,17433,33941,10524
34425,3003,15537,20496,35019
37917,11812,31074,46954,19722
11292,41210,37044,11158,36056
34925,26129,46309,33357,9551
7191,37375,6472,12818,29702
1840,31352,11530,39829,27255
26491,14874,17549,1464,27914
25506,12793,5403,7486,18772
47132,1210,21436,47557,24474
48101,10537,1968,661,38465
17056,44865,34556,40466,4110
8387,27339,42875,18342,25955
13539,2168,25960,39796,47147
43037,10517,28681,46862,15584
35342,42765,41167,23767,12009
32312,5976,1182,41002,35659
40734,19629,29347,28523,5511
32732,20599,186,47847,24591
39344,49730,108,6665,15513
19470,33969,45115,23586,40291
2920,18133,34162,48223,43535
33294,47655,32907,1610,26455
3806,43174,44454,18784,6424
7464,41874,21995,47231,18931
31171,48788,4502,47499,34931
3167,27197,6812,30605,49757
48309,28159,4565,9555,44994
460,44982,28106,21562,42543
14554,3855,34317,44851,314
27149,26955,2733,39761,26676
31680,44841,22118,19070,5058
48669,31563,7259,38841,24584
12881,27837,16673,2323,22660
11246,47607,9635,8606,38231
4581,43079,1020,35391,9009
38841,5528,47060,47779,8691
27058,49200,10593,13020,24300
23207,44111,46517,12513,23932
16131,31980,26316,43550,6389
21124,48103,12191,33698,1163
15006,41557,13502,3598,32577
48231,49980,17423,20061,3951
20629,48419,5683,34952,19328
822,376,31428,37253,30946
27220,887,35315,9392,20618
36459,33289,31904,26620,5277
30623,4711,39695,24526,8424
34783,13545,21355,41832,32191
2106,45107,42372,45456,13663
13598,40414,33868,49022,2300
3270,15483,13434,6596,41211
21910,28337,20901,38756,48153
30535,30187,17557,6283,49445
7975,20601,25743,27927,1548
35017,9025,32155,10755,15348
9943,3909,25007,31567,23672
7273,29388,23993,6157,14725
1938,20658,16330,11152,22510
12315,20674,34665,8392,5272
16926,14558,19771,17064,18584
1292,13297,5037,4597,23355
46826,34653,31694,6897,27766
605,25399,15524,44307,11914
34151,49831,10481,43447,8487
13817,37197,14307,25932,5816
36371,44138,44812,38045,1666
49139,43062,4259,13787,40007
45793,35835,38058,19553,8364
43431,32576,10261,29477,11867
27086,23754,17910,7653,11772
33362,10120,8183,34092,47358
42270,10696,9577,13726,35666
28690,4595,40758,31206,6035
14853,33906,2533,38858,5012
18622,4473,29682,18786,18792
35717,45857,21168,40488,13283
15229,31732,49345,5075,9458
15264,4357,7840,22627,8653
49457,30631,40036,626,3209
49540,42581,46647,15002,668
21517,22258,40262,10660,9162
4351,17934,45104,49067,9407
16130,43225,1895,14796,27228
43918,25438,42783,4056,7846
1541,2311,48183,44190,16731
47625,18384,9056,17519,3758
22040,3809,25911,23277,1849
19884,12641,4836,23623,26857
49509,44100,3202,28719,6466
13425,33552,10731,42933,18347
10987,11814,20333,45722,11262
31870,42531,1786,23278,2329
6077,27005,47249,18452,6121
35416,43057,5409,40559,28093
15797,47742,12465,11507,20921
33757,12007,44519,44265,1540
15660,10313,41224,21088,17801
24422,28331,18295,22670,4183
39557,28441,32422,873,43627
39873,42922,19500,36723,22383
30448,38261,46369,47145,32035
18606,20890,34801,15194,6251
41316,11787,18385,34745,3059
20008,46027,27157,1974,47296
30307,28737,49324,45288,4739
34231,4228,47204,41500,5004
40834,40111,29779,32656,14464
42564,25507,45155,10898,8590
48606,33046,47531,14260,17791
26771,8000,41335,3899,48884
39325,22545,43719,15101,1262
36597,37653,737,29970,284
253,33600,16141,27980,9738
43876,16197,16893,37321,48175
10756,39276,43134,6746,29852
49129,15861,43153,4940,1200
23869,18206,19656,40789,18119
3962,21526,10490,41179,5206
38906,46554,12812,32996,1468
46691,3697,49218,29979,10456
3353,49684,16053,13145,493
21951,47652,8627,31339,45781
10538,40043,5508,33512,31766
15986,30509,18245,1622,43422
22923,41276,40287,46022,30574
23963,39483,9378,12166,544
6440,46324,16419,19352,5245
12251,12841,39470,31664,45519
14087,3188,27995,5872,44116
24537,35845,28977,29910,20522
11656,45954,3878,9973,5679
20687,12182,35728,29132,15923
635,45366,43890,1547,17557
30715,28582,21823,45454,2370
11395,22653,26736,3085,35678
673,19729,32471,48825,11495
11653,14989,26945,12942,20585
39578,29935,6364,27709,29150
40998,32456,38002,20702,35399
47416,6065,38862,38344,20928
8647,31705,47643,37532,27587
9683,13065,24182,21667,17361
20472,27180,35108,16261,14463
48885,3411,22219,9543,21572
48753,46642,18091,13176,30360
4470,1707,34938,37491,17326
12729,27184,28801,17245,34646
29139,33856,47376,5982,41203
31010,24811,39042,35515,43290
6285,9806,44713,42357,44502
11834,524,13278,8909,14734
4430,48776,31374,4221,14447
32188,39426,43105,8564,34228
43550,23269,46669,36873,22999
4407,49054,20209,12322,13662
10102,17267,29946,42122,26034
18572,43873,46611,5197,39723
31326,47556,3854,6419,42107
12868,22538,7197,14673,35633
19292,21097,24202,22403,46761
37904,8362,19850,6103,7491
24502,7648,42433,24788,10074
8552,47738,10316,44401,9437
32741,15358,32406,44373,282
14134,3702,4678,24090,4711
18152,17180,13496,39104,9674
38085,13421,25045,48420,39645
24532,2041,43113,32474,32995
45691,24420,25990,18514,4359
27079,41301,15394,12058,46919
16206,27974,12382,30401,24519
18648,16025,44017,9712,3878
20480,1934,20785,16209,37354
36438,32894,45742,10622,4947
3008,19191,44150,44234,27439
43678,20927,46900,35627,41270
14541,23195,13592,1707,15366
36997,21394,15898,11635,49316
3060,39451,22739,37306,10037
33071,12509,36819,15470,13226
36266,28867,6986,4551,14769
16911,24585,33459,30209,7668
35210,34502,33777,7374,45512
30055,48812,40554,29639,42016
17061,38808,31373,487,38718
17913,9083,13076,39191,13352
45350,10388,48333,19064,4906
38010,3829,33992,5866,41834
39355,6759,13540,7864,29403
8021,49881,46447,35333,19864
2688,13237,47200,2089,47216
13132,35906,49819,26914,760
8686,11979,37810,46680,4730
46145,3722,7334,34331,44002
30394,37329,17677,13528,41262
41842,4848,4193,35454,37700
31030,8265,44129,32239,16732
30010,4311,5668,34689,7313
34734,19694,49267,22754,24553
24570,6346,18012,31293,41608
19321,22786,23376,22312,43703
7580,29238,12462,46411,23113
37863,19391,4205,7125,46543
49365,38805,27314,39314,47452
11697,4988,42820,18502,29415
12401,18269,22374,19925,31353
33689,27030,40640,42583,33743
5263,438,20972,24180,362
414,7107,46260,36983,17660
4792,15990,4468,9827,12176
27377,31505,17427,13028,3910
25517,48687,9200,1837,45804
1805,7497,32145,22549,16246
42732,35150,22047,32303,17796
41409,760,46876,17826,18185
13041,40696,2093,13254,7280
18265,4853,25404,36340,47233
36839,44166,4822,31887,14942
42710,46515,41583,3591,26160
41054,38689,7132,142,22664
4049,735,13400,40812,44374
30034,16603,43380,5909,46679
43749,39621,9998,13936,31958
27779,47635,9854,27482,22357
42578,1362,26372,19824,35886
48070,20138,10937,31671,32194
8203,9926,29350,26336,3107
49627,7917,21341,22467,49815
40426,39968,2168,31470,3436
27752,45103,23076,36583,48743
41817,3266,6252,47530,10766
38123,24334,22129,28460,3216
17948,38771,15083,47000,44145
33899,34831,31037,6814,36460
34539,44085,11315,45425,19587
43325,4115,41422,24711,20330
31313,31174,4175,26695,17116
27269,46514,25088,31088,43461
9193,9221,22232,26567,26624
29728,30935,16400,14326,39162
8891,46392,19019,19575,13317
14179,7432,32346,1356,22400
18852,20508,21928,1512,3492
13476,28216,5557,28187,4769
24582,32017,20923,28418,15966
24391,23856,49678,19893,13797
34316,1795,40596,45342,40603
47595,6792,16028,18761,39483
39843,9787,41966,48057,49530
35015,18589,44430,31512,7464
49867,20859,39332,43534,45898
120,41232,47678,45032,29238
40848,36500,11497,39957,46928
45854,19971,33036,26989,14118
14417,18973,14723,25877,13548
27164,26919,3423,40962,26496
15735,36706,28238,19595,3672
32508,32760,22665,14387,44957
32007,47880,47583,31110,34004
3354,43309,27278,32642,35511
37708,33126,32343,11116,36864
23986,33098,47649,6015,24958
438,18147,12424,28626,32460
39010,3854,983,19289,41733
36979,40810,49598,27409,19281
3205,46456,5363,43115,28985
14088,36820,29151,43096,5797
34889,43212,43061,36566,39546
2670,7504,15297,28112,30259
39935,12317,35859,13046,7621
11536,10042,19541,20134,13386
25258,46546,46171,28731,44013
2802,45476,3897,40113,11998
34795,49675,46357,31455,9423
2913,11696,1855,24910,15490
38150,44709,42288,30621,5190
21933,45283,14444,47285,15761
18196,22096,13617,42172,25854
48120,48126,26093,47435,4292
23304,40668,35157,24792,41654
32646,47116,33655,10639,46076
39229,36650,39856,38931,21684
49811,9491,27055,14967,48501
42929,2571,18577,6295,29162
44307,49807,4434,2535,31808
11728,18134,19563,33551,34554
3949,29236,7073,8998,22257
40074,8801,43192,8003,5772
6227,26520,9655,7292,9424
6079,13217,49287,14079,31849
37618,7135,32619,2523,10111
10112,22483,16797,12533,24647
36939,39907,8716,26647,19344
39691,1177,20978,30761,48518
27139,46870,37071,36474,2040
6904,1393,2289,49692,36135
37395,33642,3555,20621,25168
23038,47086,9363,25105,39430
38320,11103,46196,29337,6794
2564,20436,38752,38524,14314
36413,17867,14943,43507,18916
41733,40745,3633,117,11192
47472,35738,33192,27234,30376
31440,21379,11239,26844,21977
11374,40226,18067,47407,37439
15897,33669,39864,28545,9990
49585,6976,17488,20094,2196
32226,37001,4166,13290,42390
7236,3505,49077,29711,21469
8706,44427,22561,10263,36314
11486,25835,6199,3383,12077
5402,7614,48338,49549,48002
27523,36810,26118,44043,25149
10578,36316,9821,478,5737
9671,3947,27835,12314,19640
15093,22412,5199,17239,7475
48768,15469,8192,35328,16465
22341,24495,15018,34940,17532
6391,31631,23836,25977,6717
6653,41964,32576,28760,18248
29028,8935,35871,44843,37710
23385,26418,49816,38973,43633
25412,40635,40813,35886,47560
35779,17961,32744,20603,24842
48937,43340,43577,21808,19179
15888,26213,31667,46424,39490
25292,13091,30855,1640,26050
38389,12115,49848,31008,17527
8245,46807,39794,40342,21355
22506,7544,37450,6850,30683
15043,1152,14468,27904,4571
35748,37934,6606,2628,16022
13583,44101,43504,32488,8517
4136,19711,6119,8123,6196
7101,20505,46895,42562,49672
31611,29542,10159,42805,24741
47802,2476,17783,37069,7925
20455,32293,4454,46654,20303
33301,19682,19140,38120,14719
20288,31917,46686,28531,24071
2738,28254,35697,34480,37963
11162,23154,36898,28954,37663
49083,27891,12561,32383,4898
23441,33272,23818,14930,48874
33091,47251,42147,18971,13958
47028,8694,28031,41363,36264
44719,20536,25078,35148,6731
23579,23672,30415,7323,15339
46320,28889,39665,6040,45124
49691,37079,37421,1655,3894
1764,46608,37608,24927,8036
13618,3001,17658,224,4958
6224,32352,31762,46226,29275
39750,21003,12099,43082,43983
35031,40145,8764,23320,44936
45987,17771,39965,39238,6359
2644,24256,18723,1795,28698
18094,26343,6937,24467,6694
36484,43959,578,45776,33416
49923,6505,3689,10589,35470
35502,37270,8342,34601,22788
14597,1516,42624,12155,39609
30299,8325,15663,15866,24677
44494,4975,29587,25452,15067
8755,1736,28787,34334,6345
30801,1484,29466,25098,32631
32459,35323,25263,2530,40876
22208,9517,47885,29191,39172
4236,40175,9046,11830,47409
42956,34930,18050,18590,29093
43113,30146,30285,46130,29468
33322,31351,38256,3967,2806
38920,32227,35275,16554,19301
2459,43944,22422,23765,24081
44322,1493,6548,34087,43351
16240,44707,16367,10315,11510
42117,25025,40013,2749,13326
26596,18240,40714,39261,18432
35746,2019,5125,14691,14085
36236,18116,43288,9774,39154
17129,15357,21078,26585,25807
7316,33379,3264,39621,17702
1340,49151,22717,17719,21127
8134,4689,45443,2188,3044
48416,24158,21444,3325,35149
31699,946,47952,11870,5444
43489,6060,24841,19264,49811
10149,31227,31218,32324,43079
49411,6558,16383,38034,25657
21882,42258,19506,9041,303
34890,22103,27395,7150,31938
8309,42613,33033,9254,6101
36956,25192,13856,2020,9819
25388,26593,49316,31903,8838
9214,42794,1609,46863,43130
32629,45490,17846,39384,44845
48194,16015,16217,16048,23717
22724,37077,10606,29306,41885
46122,19827,11978,36404,39015
43605,33572,8986,36629,9004
4983,44381,30521,20736,49984
34706,16859,19000,5487,34925
10902,46104,6734,26716,24331
37825,8619,41910,46068,31233
13363,20207,28884,35430,13680
48245,49873,25979,30169,32234
41886,22430,7460,684,45281
15845,19790,30767,9498,37911
3329,22926,29267,35566,18956
29031,38518,12031,22282,29297
44123,39628,19503,24772,29077
29785,34438,9556,35463,7185
35021,30421,18784,26266,29579
48800,479,12643,43486,22794
14482,8388,29556,22911,43624
39233,10237,3170,35874,49777
3534,6754,38318,9018,41853
4639,43344,21101,24685,39058
4055,21612,45113,25625,22365
45374,34680,8176,47595,30210
48264,17373,45612,27929,40481
22474,10838,43208,5277,13443
30269,38612,2361,48438,9163
35635,8585,35007,17284,33023
19460,27962,24171,1472,25122
23819,40634,26742,650,39497
22611,27677,47266,40760,36122
45444,19586,22279,7573,12886
8259,13520,42558,30930,35946
12114,31678,47511,46720,17279
46843,34527,10838,34112,30528
44044,38764,1650,10560,42974
40427,39990,40196,19937,21181
26022,20703,6716,33084,1107
40361,17185,43568,19018,32136
31621,37265,12302,24176,12417
19729,37603,30504,24548,23186
47056,25897,16624,20447,31959
20883,37067,31168,11161,15655
2680,30213,37506,125,19668
14739,30677,33957,40761,21
14098,28627,39369,45559,40615
24090,20603,21689,30291,45834
1932,47921,34510,2874,2588
26541,25208,10284,24397,6818
25165,11063,39147,26390,13314
14651,47393,49277,9638,42277
7947,24822,37235,48398,40610
1033,31326,40518,273,10787
40363,7730,5548,15537,676
34833,1225,10869,45660,29558
6373,9124,19654,34891,41471
28303,14175,14731,13563,7086
9256,3167,3856,48081,17699
47304,38428,33390,14296,14863
34044,17036,48476,4223,6433
47800,33422,35553,6489,8138
48572,25194,24791,30767,14025
21099,45307,11290,42305,27673
45583,37114,18265,35563,48807
14679,9006,36240,5298,11783
28799,47484,44144,46631,17984
2611,37118,21838,39015,23380
34400,44267,41082,30934,41783
32541,19448,42707,5191,1839
3421,6267,13426,20430,42632
4786,26399,26752,27740,28588
25393,15071,9531,32853,21998
35095,42088,23900,26350,4134
49720,30272,47251,43038,44005
29247,23593,33338,6212,30067
11134,19882,14280,43112,28957
24905,4152,46779,44012,10087
3159,35681,15839,10911,5020
14336,18191,10608,18064,39863
29725,5317,32492,44601,23299
5640,20671,46047,43539,4742
12752,25875,49734,21810,6796
18681,29747,38850,4884,40269
6090,23291,47828,10430,28464
24625,2067,24789,22552,11958
40748,670,25846,46837,7539
2147,48169,21561,39757,20415
33056,14336,6539,39720,36825
37039,32026,38894,20324,12665
41821,13431,30634,42365,24858
49641,5358,28877,6462,38264
14625,28694,15936,43025,45109
47046,48084,7881,19250,48071
28531,6429,46438,28941,30374
29857,18723,39997,34603,40013
25147,27754,40316,48058,10156
3849,22122,11393,27379,15779
48438,35825,27777,43272,24265
1601,30043,39418,49590,49091
27081,40183,45772,31718,32159
44845,6784,22237,18126,14444
9955,42554,21719,25928,27550
16368,23126,45771,1910,42248
23507,37691,1591,49481,7130
48585,19492,44775,2008,7414
10305,34270,17661,46400,42874
23291,42195,333,46214,45042
40341,21057,29843,44607,30098
19909,22505,45310,49155,33353
3079,1333,46213,23532,350
31404,6733,19959,28037,40111
2720,9646,33256,32631,45836
30019,40149,9876,38336,16118
43042,44950,12212,38230,8611
